date,region,product,utilisation,forecast_weekly,forecast_monthly
2026-01-02,North,Telehandler,0.1833267945795195,0.196489191397356,0.21363421755098377
2026-01-02,North,Dump Truck,0.20071003872140086,0.19979491067365898,0.17560552751481934
2026-01-02,North,Concrete Mixer,0.1571506508102518,0.15803145930674276,0.16000629026134466
2026-01-02,South,Mini Excavator,0.30382706072699234,0.3193417419707627,0.31932488504345463
2026-01-02,South,Skid Steer Loader,0.29788880157656183,0.2795392446370949,0.2929998097140233
2026-01-02,South,Telehandler,0.272799899361498,0.25406783429978536,0.2809702836776747
2026-01-02,South,Dump Truck,0.24646858387528672,0.23860848158502104,0.2589504124584211
2026-01-02,South,Concrete Mixer,0.2465850835387933,0.2599452132582588,0.2493371792209378
2026-01-02,East,Mini Excavator,0.2693795603523753,0.2434819004632229,0.27127237458319403
2026-01-02,East,Skid Steer Loader,0.2567517450685273,0.28031564456770725,0.2531729351765076
2026-01-02,East,Telehandler,0.24137536122600387,0.2840279508408382,0.22186103742114224
2026-01-02,East,Dump Truck,0.19940206980666036,0.22785322004875677,0.21294017651259925
2026-01-02,East,Concrete Mixer,0.18327536665598682,0.18686289867380373,0.21016467853066556
2026-01-02,West,Mini Excavator,0.27981938843675364,0.2598801126392791,0.2831370801393945
2026-01-02,West,Skid Steer Loader,0.2670081106606007,0.2814052633238162,0.2592697820532758
2026-01-02,West,Telehandler,0.27627544246786323,0.23908434674647877,0.24232590452405145
2026-01-02,West,Dump Truck,0.21628796738651945,0.22303276403369762,0.21654898433140815
2026-01-02,West,Concrete Mixer,0.19574484203416498,0.2134716590143732,0.20266693729657975
2026-01-05,North,Mini Excavator,0.21961902356495838,0.24636977790966028,0.23934315845876417
2026-01-05,North,Skid Steer Loader,0.2177406919234793,0.20699210185447442,0.22771387577446664
2026-01-05,North,Telehandler,0.17859506954885782,0.17098251218279478,0.21363421755098377
2026-01-05,North,Dump Truck,0.20292523146118066,0.23903534907085316,0.17560552751481934
2026-01-05,North,Concrete Mixer,0.18512254864777417,0.17817550279619426,0.16000629026134466
2026-01-05,South,Mini Excavator,0.31009181917022777,0.3152905950163645,0.31932488504345463
2026-01-05,South,Skid Steer Loader,0.3031935758100758,0.29903614175315957,0.2929998097140233
2026-01-05,South,Telehandler,0.2927690620877655,0.28229616584330314,0.2809702836776747
2026-01-05,South,Dump Truck,0.23985011438214332,0.2564794814482404,0.2589504124584211
2026-01-05,South,Concrete Mixer,0.2448473231145894,0.25569245405523533,0.2493371792209378
2026-01-05,East,Mini Excavator,0.2781681528347858,0.28536731987834996,0.27127237458319403
2026-01-05,East,Skid Steer Loader,0.23122714612413034,0.23887438721984044,0.2531729351765076
2026-01-05,East,Telehandler,0.23554376321341217,0.24902025632778862,0.22186103742114224
2026-01-05,East,Dump Truck,0.2151551541757803,0.21299166135810693,0.21294017651259925
2026-01-05,East,Concrete Mixer,0.1991473972368665,0.20069620532754648,0.21016467853066556
2026-01-05,West,Mini Excavator,0.27645007052263987,0.26409609256260225,0.2831370801393945
2026-01-05,West,Skid Steer Loader,0.26328041295087823,0.2688821256305372,0.2592697820532758
2026-01-05,West,Telehandler,0.24776916115579595,0.24470822885612642,0.24232590452405145
2026-01-05,West,Dump Truck,0.24466608072378015,0.24060697375062662,0.21654898433140815
2026-01-05,West,Concrete Mixer,0.22200368562985232,0.22433684119271766,0.20266693729657975
2026-01-06,North,Mini Excavator,0.255051706106544,0.24636977790966028,0.23934315845876417
2026-01-06,North,Skid Steer Loader,0.2204797865637402,0.20699210185447442,0.22771387577446664
2026-01-06,North,Telehandler,0.18919906544499465,0.17098251218279478,0.21363421755098377
2026-01-06,North,Dump Truck,0.18484569380218874,0.23903534907085316,0.17560552751481934
2026-01-06,North,Concrete Mixer,0.17243435495800188,0.17817550279619426,0.16000629026134466
2026-01-06,South,Mini Excavator,0.29906685428709007,0.3152905950163645,0.31932488504345463
2026-01-06,South,Skid Steer Loader,0.2864808918369713,0.29903614175315957,0.2929998097140233
2026-01-06,South,Telehandler,0.25718450328295117,0.28229616584330314,0.2809702836776747
2026-01-06,South,Dump Truck,0.25729098340613543,0.2564794814482404,0.2589504124584211
2026-01-06,South,Concrete Mixer,0.20687060390521292,0.25569245405523533,0.2493371792209378
2026-01-06,East,Mini Excavator,0.271349202286647,0.28536731987834996,0.27127237458319403
2026-01-06,East,Skid Steer Loader,0.2651952879167563,0.23887438721984044,0.2531729351765076
2026-01-06,East,Telehandler,0.24601923059149025,0.24902025632778862,0.22186103742114224
2026-01-06,East,Dump Truck,0.22040530923492677,0.21299166135810693,0.21294017651259925
2026-01-06,East,Concrete Mixer,0.20477388306464284,0.20069620532754648,0.21016467853066556
2026-01-06,West,Mini Excavator,0.2670461992861627,0.26409609256260225,0.2831370801393945
2026-01-06,West,Skid Steer Loader,0.26549088641447827,0.2688821256305372,0.2592697820532758
2026-01-06,West,Telehandler,0.25915966446760635,0.24470822885612642,0.24232590452405145
2026-01-06,West,Dump Truck,0.21766419397560352,0.24060697375062662,0.21654898433140815
2026-01-06,West,Concrete Mixer,0.2156402537132216,0.22433684119271766,0.20266693729657975
2026-01-07,North,Mini Excavator,0.2528119694239613,0.24636977790966028,0.23934315845876417
2026-01-07,North,Skid Steer Loader,0.22855214511891792,0.20699210185447442,0.22771387577446664
2026-01-07,North,Telehandler,0.2249332374325996,0.17098251218279478,0.21363421755098377
2026-01-07,North,Dump Truck,0.17367318878584215,0.23903534907085316,0.17560552751481934
2026-01-07,North,Concrete Mixer,0.17830029523061142,0.17817550279619426,0.16000629026134466
2026-01-07,South,Mini Excavator,0.2942068406544899,0.3152905950163645,0.31932488504345463
2026-01-07,South,Skid Steer Loader,0.27455593828850244,0.29903614175315957,0.2929998097140233
2026-01-07,South,Telehandler,0.30584585467710074,0.28229616584330314,0.2809702836776747
2026-01-07,South,Dump Truck,0.2553760495968137,0.2564794814482404,0.2589504124584211
2026-01-07,South,Concrete Mixer,0.2329051995871568,0.25569245405523533,0.2493371792209378
2026-01-07,East,Mini Excavator,0.2450847818621842,0.28536731987834996,0.27127237458319403
2026-01-07,East,Skid Steer Loader,0.26219469154179875,0.23887438721984044,0.2531729351765076
2026-01-07,East,Telehandler,0.20688765095950412,0.24902025632778862,0.22186103742114224
2026-01-07,East,Dump Truck,0.22797805239297164,0.21299166135810693,0.21294017651259925
2026-01-07,East,Concrete Mixer,0.19383395078199206,0.20069620532754648,0.21016467853066556
2026-01-07,West,Mini Excavator,0.29964549895718434,0.26409609256260225,0.2831370801393945
2026-01-07,West,Skid Steer Loader,0.25487940742226767,0.2688821256305372,0.2592697820532758
2026-01-07,West,Telehandler,0.27403622221207535,0.24470822885612642,0.24232590452405145
2026-01-07,West,Dump Truck,0.2535138330451642,0.24060697375062662,0.21654898433140815
2026-01-07,West,Concrete Mixer,0.22939882046631285,0.22433684119271766,0.20266693729657975
2026-01-08,North,Mini Excavator,0.2603930020753143,0.24636977790966028,0.23934315845876417
2026-01-08,North,Skid Steer Loader,0.2119127363267369,0.20699210185447442,0.22771387577446664
2026-01-08,North,Telehandler,0.20016932519095487,0.17098251218279478,0.21363421755098377
2026-01-08,North,Dump Truck,0.17836599717175608,0.23903534907085316,0.17560552751481934
2026-01-08,North,Concrete Mixer,0.18785005545798975,0.17817550279619426,0.16000629026134466
2026-01-08,South,Mini Excavator,0.3381232419150924,0.3152905950163645,0.31932488504345463
2026-01-08,South,Skid Steer Loader,0.28722965504794035,0.29903614175315957,0.2929998097140233
2026-01-08,South,Telehandler,0.27442200156394175,0.28229616584330314,0.2809702836776747
2026-01-08,South,Dump Truck,0.2727043926005015,0.2564794814482404,0.2589504124584211
2026-01-08,South,Concrete Mixer,0.23097894131415767,0.25569245405523533,0.2493371792209378
2026-01-08,East,Mini Excavator,0.2791851856498701,0.28536731987834996,0.27127237458319403
2026-01-08,East,Skid Steer Loader,0.2160199435626835,0.23887438721984044,0.2531729351765076
2026-01-08,East,Telehandler,0.2205878802702975,0.24902025632778862,0.22186103742114224
2026-01-08,East,Dump Truck,0.2125789335914594,0.21299166135810693,0.21294017651259925
2026-01-08,East,Concrete Mixer,0.21135198097754537,0.20069620532754648,0.21016467853066556
2026-01-08,West,Mini Excavator,0.28859489627768903,0.26409609256260225,0.2831370801393945
2026-01-08,West,Skid Steer Loader,0.2589453331183004,0.2688821256305372,0.2592697820532758
2026-01-08,West,Telehandler,0.21126934286498011,0.24470822885612642,0.24232590452405145
2026-01-08,West,Dump Truck,0.19842406792337577,0.24060697375062662,0.21654898433140815
2026-01-08,West,Concrete Mixer,0.21052943283904701,0.22433684119271766,0.20266693729657975
2026-01-09,North,Mini Excavator,0.2644084268195052,0.24636977790966028,0.23934315845876417
2026-01-09,North,Skid Steer Loader,0.22278014204099134,0.20699210185447442,0.22771387577446664
2026-01-09,North,Telehandler,0.18701924679654783,0.17098251218279478,0.21363421755098377
2026-01-09,North,Dump Truck,0.20242231219826604,0.23903534907085316,0.17560552751481934
2026-01-09,North,Concrete Mixer,0.17095920206998483,0.17817550279619426,0.16000629026134466
2026-01-09,South,Mini Excavator,0.2938537930373762,0.3152905950163645,0.31932488504345463
2026-01-09,South,Skid Steer Loader,0.2960934291734202,0.29903614175315957,0.2929998097140233
2026-01-09,South,Telehandler,0.2725506848290164,0.28229616584330314,0.2809702836776747
2026-01-09,South,Dump Truck,0.23587768980999457,0.2564794814482404,0.2589504124584211
2026-01-09,South,Concrete Mixer,0.24921765691107667,0.25569245405523533,0.2493371792209378
2026-01-09,East,Mini Excavator,0.2737967470728945,0.28536731987834996,0.27127237458319403
2026-01-09,East,Skid Steer Loader,0.2326549260553271,0.23887438721984044,0.2531729351765076
2026-01-09,East,Telehandler,0.23434867893472572,0.24902025632778862,0.22186103742114224
2026-01-09,East,Dump Truck,0.21751160580485338,0.21299166135810693,0.21294017651259925
2026-01-09,East,Concrete Mixer,0.19107106300076865,0.20069620532754648,0.21016467853066556
2026-01-09,West,Mini Excavator,0.2900867025659987,0.26409609256260225,0.2831370801393945
2026-01-09,West,Skid Steer Loader,0.28253596017116367,0.2688821256305372,0.2592697820532758
2026-01-09,West,Telehandler,0.24919008650812688,0.24470822885612642,0.24232590452405145
2026-01-09,West,Dump Truck,0.22611158432165498,0.24060697375062662,0.21654898433140815
2026-01-09,West,Concrete Mixer,0.23419406171948226,0.22433684119271766,0.20266693729657975
2026-01-12,North,Mini Excavator,0.23286311843639615,0.23771793326445761,0.23934315845876417
2026-01-12,North,Skid Steer Loader,0.2281708322165533,0.20518559690601332,0.22771387577446664
2026-01-12,North,Telehandler,0.2326771090970329,0.20194421776632862,0.21363421755098377
2026-01-12,North,Dump Truck,0.18688207354390068,0.19200038671857925,0.17560552751481934
2026-01-12,North,Concrete Mixer,0.17379790821611885,0.18535828210366947,0.16000629026134466
2026-01-12,South,Mini Excavator,0.31446249819948785,0.2906123848989054,0.31932488504345463
2026-01-12,South,Skid Steer Loader,0.3253200577835758,0.288093577150818,0.2929998097140233
2026-01-12,South,Telehandler,0.25812596298190615,0.25913435822401115,0.2809702836776747
2026-01-12,South,Dump Truck,0.2380033412784184,0.27667338462541347,0.2589504124584211
2026-01-12,South,Concrete Mixer,0.22151215714983127,0.2541196090888058,0.2493371792209378
2026-01-12,East,Mini Excavator,0.28640420296001534,0.2527566298269673,0.27127237458319403
2026-01-12,East,Skid Steer Loader,0.26741292862250915,0.2424661827078754,0.2531729351765076
2026-01-12,East,Telehandler,0.2373465428902232,0.24633600544569614,0.22186103742114224
2026-01-12,East,Dump Truck,0.21121324329996216,0.1904357790071393,0.21294017651259925
2026-01-12,East,Concrete Mixer,0.17624897014460458,0.21164326207209566,0.21016467853066556
2026-01-12,West,Mini Excavator,0.29802254128036537,0.29853069035824503,0.2831370801393945
2026-01-12,West,Skid Steer Loader,0.2449325088063928,0.2594645910803797,0.2592697820532758
2026-01-12,West,Telehandler,0.24355792216085184,0.2260021094230403,0.24232590452405145
2026-01-12,West,Dump Truck,0.21779274129603451,0.26242901542347036,0.21654898433140815
2026-01-12,West,Concrete Mixer,0.23579925003468222,0.23709582176634786,0.20266693729657975
2026-01-13,North,Mini Excavator,0.23427049301976574,0.23771793326445761,0.23934315845876417
2026-01-13,North,Skid Steer Loader,0.19782343097143204,0.20518559690601332,0.22771387577446664
2026-01-13,North,Telehandler,0.205468614149479,0.20194421776632862,0.21363421755098377
2026-01-13,North,Dump Truck,0.18177291289024727,0.19200038671857925,0.17560552751481934
2026-01-13,North,Concrete Mixer,0.17419306849052152,0.18535828210366947,0.16000629026134466
2026-01-13,South,Mini Excavator,0.3192018259771411,0.2906123848989054,0.31932488504345463
2026-01-13,South,Skid Steer Loader,0.2801178764458519,0.288093577150818,0.2929998097140233
2026-01-13,South,Telehandler,0.26185213337711327,0.25913435822401115,0.2809702836776747
2026-01-13,South,Dump Truck,0.2358016557374486,0.27667338462541347,0.2589504124584211
2026-01-13,South,Concrete Mixer,0.22485737910155135,0.2541196090888058,0.2493371792209378
2026-01-13,East,Mini Excavator,0.2626407977174341,0.2527566298269673,0.27127237458319403
2026-01-13,East,Skid Steer Loader,0.25505307254576676,0.2424661827078754,0.2531729351765076
2026-01-13,East,Telehandler,0.24580195189528717,0.24633600544569614,0.22186103742114224
2026-01-13,East,Dump Truck,0.1904846923300781,0.1904357790071393,0.21294017651259925
2026-01-13,East,Concrete Mixer,0.2000199921663095,0.21164326207209566,0.21016467853066556
2026-01-13,West,Mini Excavator,0.27978014795355477,0.29853069035824503,0.2831370801393945
2026-01-13,West,Skid Steer Loader,0.2721685330790146,0.2594645910803797,0.2592697820532758
2026-01-13,West,Telehandler,0.24467141413200402,0.2260021094230403,0.24232590452405145
2026-01-13,West,Dump Truck,0.22232287138176746,0.26242901542347036,0.21654898433140815
2026-01-13,West,Concrete Mixer,0.19500291581041948,0.23709582176634786,0.20266693729657975
2026-01-14,North,Mini Excavator,0.25630323961399415,0.23771793326445761,0.23934315845876417
2026-01-14,North,Skid Steer Loader,0.19276056513641274,0.20518559690601332,0.22771387577446664
2026-01-14,North,Telehandler,0.18593734993208122,0.20194421776632862,0.21363421755098377
2026-01-14,North,Dump Truck,0.16705776140196715,0.19200038671857925,0.17560552751481934
2026-01-14,North,Concrete Mixer,0.16524382301910504,0.18535828210366947,0.16000629026134466
2026-01-14,South,Mini Excavator,0.32960316936033224,0.2906123848989054,0.31932488504345463
2026-01-14,South,Skid Steer Loader,0.2714333015051462,0.288093577150818,0.2929998097140233
2026-01-14,South,Telehandler,0.2662205444152531,0.25913435822401115,0.2809702836776747
2026-01-14,South,Dump Truck,0.2676287008771217,0.27667338462541347,0.2589504124584211
2026-01-14,South,Concrete Mixer,0.24759844368476958,0.2541196090888058,0.2493371792209378
2026-01-14,East,Mini Excavator,0.28019398095361275,0.2527566298269673,0.27127237458319403
2026-01-14,East,Skid Steer Loader,0.2504169769815603,0.2424661827078754,0.2531729351765076
2026-01-14,East,Telehandler,0.2280778089960771,0.24633600544569614,0.22186103742114224
2026-01-14,East,Dump Truck,0.2218804240890995,0.1904357790071393,0.21294017651259925
2026-01-14,East,Concrete Mixer,0.19355577354531284,0.21164326207209566,0.21016467853066556
2026-01-14,West,Mini Excavator,0.2883683001407387,0.29853069035824503,0.2831370801393945
2026-01-14,West,Skid Steer Loader,0.26530261790743515,0.2594645910803797,0.2592697820532758
2026-01-14,West,Telehandler,0.24807642847298414,0.2260021094230403,0.24232590452405145
2026-01-14,West,Dump Truck,0.21571542709419605,0.26242901542347036,0.21654898433140815
2026-01-14,West,Concrete Mixer,0.2171765299540847,0.23709582176634786,0.20266693729657975
2026-01-15,North,Mini Excavator,0.22264162879908225,0.23771793326445761,0.23934315845876417
2026-01-15,North,Skid Steer Loader,0.21319158504553626,0.20518559690601332,0.22771387577446664
2026-01-15,North,Telehandler,0.2159260286627904,0.20194421776632862,0.21363421755098377
2026-01-15,North,Dump Truck,0.20293992097760138,0.19200038671857925,0.17560552751481934
2026-01-15,North,Concrete Mixer,0.17386420646284875,0.18535828210366947,0.16000629026134466
2026-01-15,South,Mini Excavator,0.32821966666309804,0.2906123848989054,0.31932488504345463
2026-01-15,South,Skid Steer Loader,0.3033217789489035,0.288093577150818,0.2929998097140233
2026-01-15,South,Telehandler,0.29621641663307036,0.25913435822401115,0.2809702836776747
2026-01-15,South,Dump Truck,0.24355774616958778,0.27667338462541347,0.2589504124584211
2026-01-15,South,Concrete Mixer,0.24953735923140744,0.2541196090888058,0.2493371792209378
2026-01-15,East,Mini Excavator,0.2673549618893211,0.2527566298269673,0.27127237458319403
2026-01-15,East,Skid Steer Loader,0.26023895921923185,0.2424661827078754,0.2531729351765076
2026-01-15,East,Telehandler,0.2112666823569394,0.24633600544569614,0.22186103742114224
2026-01-15,East,Dump Truck,0.19035419939262793,0.1904357790071393,0.21294017651259925
2026-01-15,East,Concrete Mixer,0.219077830420263,0.21164326207209566,0.21016467853066556
2026-01-15,West,Mini Excavator,0.2578075573186689,0.29853069035824503,0.2831370801393945
2026-01-15,West,Skid Steer Loader,0.2758897602080841,0.2594645910803797,0.2592697820532758
2026-01-15,West,Telehandler,0.25436291205850675,0.2260021094230403,0.24232590452405145
2026-01-15,West,Dump Truck,0.21124159959030114,0.26242901542347036,0.21654898433140815
2026-01-15,West,Concrete Mixer,0.22813006723141355,0.23709582176634786,0.20266693729657975
2026-01-16,North,Mini Excavator,0.25278166687508563,0.23771793326445761,0.23934315845876417
2026-01-16,North,Skid Steer Loader,0.20873217216884074,0.20518559690601332,0.22771387577446664
2026-01-16,North,Telehandler,0.19966835908103112,0.20194421776632862,0.21363421755098377
2026-01-16,North,Dump Truck,0.20106453231243213,0.19200038671857925,0.17560552751481934
2026-01-16,North,Concrete Mixer,0.16879673832836609,0.18535828210366947,0.16000629026134466
2026-01-16,South,Mini Excavator,0.2703664701441374,0.2906123848989054,0.31932488504345463
2026-01-16,South,Skid Steer Loader,0.28121692963839534,0.288093577150818,0.2929998097140233
2026-01-16,South,Telehandler,0.2787152455073543,0.25913435822401115,0.2809702836776747
2026-01-16,South,Dump Truck,0.2440323118014699,0.27667338462541347,0.2589504124584211
2026-01-16,South,Concrete Mixer,0.25818123666905735,0.2541196090888058,0.2493371792209378
2026-01-16,East,Mini Excavator,0.2713795894544349,0.2527566298269673,0.27127237458319403
2026-01-16,East,Skid Steer Loader,0.2542570226775905,0.2424661827078754,0.2531729351765076
2026-01-16,East,Telehandler,0.2213872149409907,0.24633600544569614,0.22186103742114224
2026-01-16,East,Dump Truck,0.2473865763712851,0.1904357790071393,0.21294017651259925
2026-01-16,East,Concrete Mixer,0.17921019322378756,0.21164326207209566,0.21016467853066556
2026-01-16,West,Mini Excavator,0.3023403902281341,0.29853069035824503,0.2831370801393945
2026-01-16,West,Skid Steer Loader,0.26726140568913825,0.2594645910803797,0.2592697820532758
2026-01-16,West,Telehandler,0.24464677343725985,0.2260021094230403,0.24232590452405145
2026-01-16,West,Dump Truck,0.21713652668342115,0.26242901542347036,0.21654898433140815
2026-01-16,West,Concrete Mixer,0.18499174819091965,0.23709582176634786,0.20266693729657975
2026-01-19,North,Mini Excavator,0.2467799977183465,0.22186621269188656,0.23934315845876417
2026-01-19,North,Skid Steer Loader,0.20197144680249826,0.2077884192855834,0.22771387577446664
2026-01-19,North,Telehandler,0.20593527406913564,0.18279288269664337,0.21363421755098377
2026-01-19,North,Dump Truck,0.16908722692719258,0.17037953517200083,0.17560552751481934
2026-01-19,North,Concrete Mixer,0.16519901424198144,0.1416719863496709,0.16000629026134466
2026-01-19,South,Mini Excavator,0.3041757236761298,0.2933177670528584,0.31932488504345463
2026-01-19,South,Skid Steer Loader,0.28917589760085555,0.30988442397746324,0.2929998097140233
2026-01-19,South,Telehandler,0.29362996136833724,0.3063035535561926,0.2809702836776747
2026-01-19,South,Dump Truck,0.2678999323158619,0.2693476946109047,0.2589504124584211
2026-01-19,South,Concrete Mixer,0.21722625445413438,0.23185626531804326,0.2493371792209378
2026-01-19,East,Mini Excavator,0.2656083217547919,0.3069838527219302,0.27127237458319403
2026-01-19,East,Skid Steer Loader,0.24890063060036738,0.26233408436158967,0.2531729351765076
2026-01-19,East,Telehandler,0.25471435014224736,0.2374622233082827,0.22186103742114224
2026-01-19,East,Dump Truck,0.20466759440468868,0.19395852567477864,0.21294017651259925
2026-01-19,East,Concrete Mixer,0.18798917862035136,0.20867294259023048,0.21016467853066556
2026-01-19,West,Mini Excavator,0.2843750111074297,0.2894777271962745,0.2831370801393945
2026-01-19,West,Skid Steer Loader,0.28763931244515295,0.23621253031467723,0.2592697820532758
2026-01-19,West,Telehandler,0.24957255715184143,0.22635296548168962,0.24232590452405145
2026-01-19,West,Dump Truck,0.2127538315208315,0.21836819214418715,0.21654898433140815
2026-01-19,West,Concrete Mixer,0.21599314987916815,0.2411347512246417,0.20266693729657975
2026-01-20,North,Mini Excavator,0.2560039164034947,0.22186621269188656,0.23934315845876417
2026-01-20,North,Skid Steer Loader,0.22950094282615668,0.2077884192855834,0.22771387577446664
2026-01-20,North,Telehandler,0.1789856512450204,0.18279288269664337,0.21363421755098377
2026-01-20,North,Dump Truck,0.19429362635676492,0.17037953517200083,0.17560552751481934
2026-01-20,North,Concrete Mixer,0.17161371561068936,0.1416719863496709,0.16000629026134466
2026-01-20,South,Mini Excavator,0.2935723454480996,0.2933177670528584,0.31932488504345463
2026-01-20,South,Skid Steer Loader,0.3291521852530632,0.30988442397746324,0.2929998097140233
2026-01-20,South,Telehandler,0.2684479632669267,0.3063035535561926,0.2809702836776747
2026-01-20,South,Dump Truck,0.2483886221266418,0.2693476946109047,0.2589504124584211
2026-01-20,South,Concrete Mixer,0.22949743774257986,0.23185626531804326,0.2493371792209378
2026-01-20,East,Mini Excavator,0.3019473154034582,0.3069838527219302,0.27127237458319403
2026-01-20,East,Skid Steer Loader,0.23172112919252738,0.26233408436158967,0.2531729351765076
2026-01-20,East,Telehandler,0.2251289045029054,0.2374622233082827,0.22186103742114224
2026-01-20,East,Dump Truck,0.1940665264406371,0.19395852567477864,0.21294017651259925
2026-01-20,East,Concrete Mixer,0.20059780621199513,0.20867294259023048,0.21016467853066556
2026-01-20,West,Mini Excavator,0.3025996161936797,0.2894777271962745,0.2831370801393945
2026-01-20,West,Skid Steer Loader,0.2634380233593645,0.23621253031467723,0.2592697820532758
2026-01-20,West,Telehandler,0.24516976311689034,0.22635296548168962,0.24232590452405145
2026-01-20,West,Dump Truck,0.2322185813639992,0.21836819214418715,0.21654898433140815
2026-01-20,West,Concrete Mixer,0.1988415417748462,0.2411347512246417,0.20266693729657975
2026-01-21,North,Mini Excavator,0.25408467799618445,0.22186621269188656,0.23934315845876417
2026-01-21,North,Skid Steer Loader,0.22645966167419707,0.2077884192855834,0.22771387577446664
2026-01-21,North,Telehandler,0.2302389486376225,0.18279288269664337,0.21363421755098377
2026-01-21,North,Dump Truck,0.17258313906001727,0.17037953517200083,0.17560552751481934
2026-01-21,North,Concrete Mixer,0.16207765603885607,0.1416719863496709,0.16000629026134466
2026-01-21,South,Mini Excavator,0.303011474415033,0.2933177670528584,0.31932488504345463
2026-01-21,South,Skid Steer Loader,0.26951200035801576,0.30988442397746324,0.2929998097140233
2026-01-21,South,Telehandler,0.29295133866280454,0.3063035535561926,0.2809702836776747
2026-01-21,South,Dump Truck,0.2328469724573398,0.2693476946109047,0.2589504124584211
2026-01-21,South,Concrete Mixer,0.23788613448567528,0.23185626531804326,0.2493371792209378
2026-01-21,East,Mini Excavator,0.27354581247823284,0.3069838527219302,0.27127237458319403
2026-01-21,East,Skid Steer Loader,0.2560749348548496,0.26233408436158967,0.2531729351765076
2026-01-21,East,Telehandler,0.2231513341500109,0.2374622233082827,0.22186103742114224
2026-01-21,East,Dump Truck,0.2004858614458208,0.19395852567477864,0.21294017651259925
2026-01-21,East,Concrete Mixer,0.21309947872210122,0.20867294259023048,0.21016467853066556
2026-01-21,West,Mini Excavator,0.31576230451324544,0.2894777271962745,0.2831370801393945
2026-01-21,West,Skid Steer Loader,0.28042311629145755,0.23621253031467723,0.2592697820532758
2026-01-21,West,Telehandler,0.2263685867868888,0.22635296548168962,0.24232590452405145
2026-01-21,West,Dump Truck,0.2206202256380997,0.21836819214418715,0.21654898433140815
2026-01-21,West,Concrete Mixer,0.20359919435296717,0.2411347512246417,0.20266693729657975
2026-01-22,North,Mini Excavator,0.23397771098888495,0.22186621269188656,0.23934315845876417
2026-01-22,North,Skid Steer Loader,0.2320237366094185,0.2077884192855834,0.22771387577446664
2026-01-22,North,Telehandler,0.213938842063208,0.18279288269664337,0.21363421755098377
2026-01-22,North,Dump Truck,0.15990319960615096,0.17037953517200083,0.17560552751481934
2026-01-22,North,Concrete Mixer,0.19162350924474314,0.1416719863496709,0.16000629026134466
2026-01-22,South,Mini Excavator,0.3188606585995422,0.2933177670528584,0.31932488504345463
2026-01-22,South,Skid Steer Loader,0.3029564504502722,0.30988442397746324,0.2929998097140233
2026-01-22,South,Telehandler,0.28323267800294355,0.3063035535561926,0.2809702836776747
2026-01-22,South,Dump Truck,0.23463262021045708,0.2693476946109047,0.2589504124584211
2026-01-22,South,Concrete Mixer,0.24284937909439167,0.23185626531804326,0.2493371792209378
2026-01-22,East,Mini Excavator,0.3011300304952141,0.3069838527219302,0.27127237458319403
2026-01-22,East,Skid Steer Loader,0.23638800507545904,0.26233408436158967,0.2531729351765076
2026-01-22,East,Telehandler,0.20964284068832387,0.2374622233082827,0.22186103742114224
2026-01-22,East,Dump Truck,0.1971744696586949,0.19395852567477864,0.21294017651259925
2026-01-22,East,Concrete Mixer,0.22009089865499204,0.20867294259023048,0.21016467853066556
2026-01-22,West,Mini Excavator,0.31303205826758757,0.2894777271962745,0.2831370801393945
2026-01-22,West,Skid Steer Loader,0.2556319398981379,0.23621253031467723,0.2592697820532758
